study name,sub-group,timepoint,Data format,OR,Lower Limit  ,Upper Limit  ,"Event 
delirium group",Delirium group total (N),"Event 
no-delirium group",Non-delirium group total (N),"95% confidence 
interval",Log OR,SE,"Delirium 
mean","Delirium
(SD)","Delirium 
Sample size","No-delirium 
mean","No-delirium
(SD)","No-delirium 
Sample size",Effect direction,"Independent 
group t-value","Independent 
group p-value",difference in means,Lower limit,upper limit,Tail,Hedges's g,Std Err,Variance
VanRompaey 2009,Quality of life: Pain ,6 month,"Independent groups (means, p)",,,,,,,,,,,32.5,,20,20.8,,85,Positive,,0.3,,,,2,0.256993369,0.247347579,6.12E-02
VanRompaey 2009,Quality of life: Physical function ,3 month,"Independent groups (means, p)",,,,,,,,,,,41.7,,20,59.1,,85,Negative,,0.13,,,,2,-0.376555135,0.248075655,6.15E-02
VanRompaey 2009,Quality of life: Physical function ,6 month,"Independent groups (means, p)",,,,,,,,,,,66.7,,20,73.8,,85,Negative,,0.56,,,,2,-0.144262261,0.246911776,6.10E-02
VanRompaey 2009,Quality of life: Role function ,3 month,"Independent groups (means, p)",,,,,,,,,,,30,,20,62.5,,85,Negative,,0.05,,,,2,-0.489293099,0.249010761,6.20E-02
VanRompaey 2009,Quality of life: Role function ,6 month,"Independent groups (means, p)",,,,,,,,,,,40,,20,78.8,,85,Negative,,0.01,,,,2,-0.64747004,0.250724143,0.062862596
VanRompaey 2009,Quality of life: Social function ,3 month,"Independent groups (means, p)",,,,,,,,,,,52,,20,75.3,,85,Negative,,0.2,,,,2,-0.318213999,0.24768632,6.13E-02
VanRompaey 2009,Quality of life: Social funtion,6 month,"Independent groups (means, p)",,,,,,,,,,,62,,20,81.5,,85,Negative,,0.24,,,,2,-0.291567047,0.247530075,6.13E-02
VanRompaey 2009,Qulaity of life: Mental health,3 month,"Independent groups (means, p)",,,,,,,,,,,70,,20,71.6,,85,Negative,,0.48,,,,2,-0.174888643,0.247006012,6.10E-02
Wolters 2014,Quality of life,12 month,"Independent groups (means, SD's)",,,,,,,,,,,0.8167,0.2317,182,0.857,0.2084,364,Negative,,,,,,,-0.185945682,9.08E-02,8.25E-03
Zipprich 2020,Quality of life,6 month,"Independent groups (means, SD's)",,,,,,,,,,,0.5,0.36,64,0.64,0.33,527,Negative,,,,,,,-0.419459342,0.132765857,1.76E-02
Sánchez-Lozano 2023,Quality of life,3 month,"Independent groups (means, SD's)",,,,,,,,,,,61,20,43,69,18,38,Negative,,,,,,,-0.415089575,0.222924774,4.97E-02
Chen 2017,Quality of life,9.82 month,"Independent groups (means, SD's)",,,,,,,,,,,61.97,2.8,44,68.36,2.4,92,Negative,,,,,,,-2.506333889,0.23730914,5.63E-02
